X,Y,Outcome,Bodypart
78.0999985,55.2999992,0,0
72.0999985,53.0999985,0,0
90.1999969,59.5999985,0,1
91.6999969,44.2999992,0,0
86.1999969,70.9000015,0,0
86.3000031,59.799999199999995,0,0
92.5999985,43.0999985,0,1
85.5,51.5,0,0
88.5,50.0,1,0
76.4000015,56.400001499999995,0,0
87.0,68.6999969,0,0
78.5999985,34.5999985,0,0
85.1999969,61.4000015,0,0
72.4000015,66.0999985,0,0
85.5999985,54.7999992,0,0
85.4000015,47.9000015,0,1
82.1999969,46.4000015,0,0
84.5,66.5999985,0,0
78.0,63.2000008,0,0
68.8000031,51.2000008,0,0
85.3000031,59.7000008,0,0
75.9000015,65.3000031,0,0
80.5999985,60.2000008,0,0
73.4000015,38.5,0,0
91.0,45.2999992,1,0
72.5999985,42.7999992,0,0
93.5999985,37.7000008,0,1
89.8000031,55.099998500000005,0,1
73.4000015,59.5999985,0,0
83.8000031,42.099998500000005,0,0
71.4000015,35.2999992,0,0
95.8000031,59.0,0,0
86.0999985,54.50000000000001,0,0
80.9000015,55.200000800000005,0,0
76.4000015,52.5,0,0
92.5999985,54.7999992,1,1
76.4000015,56.299999199999995,0,0
80.3000031,26.7000008,0,0
80.5,50.2999992,0,0
79.1999969,68.3000031,0,0
88.3000031,61.0999985,0,0
69.0999985,55.2999992,0,0
85.9000015,48.0,0,0
79.0999985,67.6999969,0,0
93.0,42.2000008,0,1
96.6999969,70.5999985,0,0
89.9000015,28.6000004,0,0
91.6999969,68.5,0,0
91.1999969,33.5999985,0,0
93.8000031,54.7999992,0,1
89.0,72.3000031,0,0
92.1999969,65.0999985,0,1
73.9000015,39.7999992,0,0
71.5999985,33.4000015,0,0
91.8000031,40.0,0,1
83.5999985,60.7999992,0,0
91.3000031,53.4000015,0,0
72.3000031,40.4000015,0,0
85.5999985,48.099998500000005,0,0
85.5,42.9000015,0,0
92.5999985,56.49999999999999,1,0
86.9000015,36.7000008,0,0
71.9000015,44.0,0,0
96.9000015,17.0,0,0
78.5999985,36.2999992,0,0
80.5999985,57.599998500000005,0,0
79.0999985,33.2000008,0,0
89.5999985,50.0999985,0,0
93.0999985,41.0999985,1,0
92.5999985,51.5,0,1
87.0,34.0,0,0
87.5999985,56.900001499999995,0,0
79.6999969,32.2000008,1,0
94.4000015,49.7000008,0,1
87.5999985,72.3000031,0,0
93.9000015,54.599998500000005,0,1
84.6999969,34.799999199999995,1,0
85.5,33.2000008,0,0
95.0,43.5,0,1
85.9000015,63.2000008,0,0
85.5999985,59.7000008,0,0
89.1999969,53.0,0,1
74.6999969,34.299999199999995,0,0
73.1999969,66.0999985,0,0
76.5,51.5,0,0
72.9000015,60.2000008,0,0
88.0999985,36.0,0,0
88.9000015,66.1999969,0,0
88.5,50.0,1,0
88.5,29.1000004,0,0
93.5999985,69.0,0,0
90.8000031,63.7000008,0,0
87.1999969,46.5999985,0,1
89.1999969,33.2000008,0,0
93.0,45.5,0,1
81.5,59.0999985,1,0
96.1999969,55.799999199999995,0,1
87.5999985,46.5999985,0,0
76.5999985,71.4000015,1,0
71.0999985,46.2999992,0,0
96.6999969,38.5,0,0
86.9000015,49.9000015,0,0
91.5999985,39.7999992,0,0
82.0999985,74.6999969,0,0
94.3000031,65.5999985,1,0
91.9000015,36.7000008,0,0
90.0,37.0999985,0,0
80.0,65.0999985,0,0
92.5,49.7000008,0,1
89.5,36.099998500000005,0,1
92.6999969,52.700000800000005,0,1
84.5,30.0,0,0
84.5999985,50.9000015,0,0
45.9000015,45.2000008,0,0
92.0,57.2000008,0,1
79.4000015,72.9000015,0,0
84.1999969,46.5999985,0,0
90.0999985,65.6999969,0,0
89.3000031,51.2000008,0,0
82.5,44.5,0,0
86.1999969,50.2999992,0,0
76.9000015,61.0999985,0,0
95.6999969,50.5999985,1,1
89.6999969,48.099998500000005,1,1
94.5,34.9000015,0,0
91.9000015,34.9000015,0,0
3.5000000000000004,50.2999992,0,0
86.1999969,31.0,0,0
85.0,49.7000008,0,0
95.4000015,55.099998500000005,0,1
89.6999969,35.2999992,0,0
84.6999969,69.0999985,0,0
73.6999969,63.7999992,0,0
89.5,60.0,0,0
92.5999985,55.200000800000005,0,0
89.3000031,28.6000004,0,0
87.3000031,62.0,0,0
90.5,51.5999985,0,1
85.3000031,57.400001499999995,0,0
87.1999969,48.7999992,0,0
94.5999985,33.5999985,1,0
89.9000015,67.0,0,0
94.3000031,52.4000015,1,0
81.0,37.0999985,0,0
77.0999985,54.599998500000005,0,0
77.4000015,52.5,0,0
91.0,47.299999199999995,0,0
78.6999969,35.9000015,0,0
80.9000015,68.4000015,0,0
92.5999985,45.7000008,0,1
86.1999969,68.6999969,0,0
92.5,53.700000800000005,0,1
84.0,71.9000015,0,0
84.3000031,37.2999992,0,0
96.6999969,46.799999199999995,1,1
90.1999969,47.0,0,0
95.4000015,45.7999992,0,0
72.9000015,49.9000015,0,0
77.6999969,54.0,1,0
77.4000015,64.9000015,0,0
88.6999969,38.900001499999995,1,0
86.4000015,51.5,0,1
88.5,50.0,1,0
78.0999985,71.6999969,0,0
92.0,62.4000015,0,0
75.1999969,29.200000799999998,0,0
97.3000031,41.9000015,0,0
74.0999985,31.299999200000002,0,0
80.5,68.6999969,0,0
96.4000015,55.50000000000001,0,0
96.0999985,50.5999985,1,1
81.0999985,49.7000008,0,0
87.5,38.5999985,0,0
91.3000031,35.5,0,0
95.0,59.2000008,0,0
93.5,52.7999992,0,1
91.3000031,61.5999985,0,1
90.9000015,60.0,0,1
75.5,55.700000800000005,0,0
75.5999985,54.2999992,0,0
90.5,39.2000008,0,0
86.9000015,44.7999992,0,1
73.8000031,50.5999985,0,0
87.5,47.5999985,0,0
86.5999985,53.200000800000005,0,0
94.4000015,48.7000008,0,1
91.3000031,43.2999992,0,1
95.5999985,53.7999992,0,0
89.0999985,59.0999985,0,0
77.0999985,40.200000800000005,0,0
87.5,53.4000015,0,1
87.8000031,61.4000015,0,0
78.1999969,63.7000008,0,0
91.1999969,49.2999992,0,1
81.0999985,53.4000015,0,0
90.6999969,40.4000015,0,0
77.5999985,59.4000015,0,0
91.5,43.9000015,0,1
86.9000015,64.0,0,0
95.5999985,30.3999996,0,0
88.3000031,33.5999985,0,0
89.6999969,39.400001499999995,0,0
71.1999969,40.299999199999995,0,0
85.8000031,54.50000000000001,0,1
90.0,46.0999985,0,1
22.8999996,75.0999985,0,0
84.8000031,69.3000031,1,0
87.9000015,72.5999985,0,0
91.6999969,71.6999969,0,0
85.0,62.0,0,0
90.0,48.7000008,0,1
94.5,32.5,0,0
87.0999985,71.9000015,0,0
72.8000031,63.9000015,0,0
78.0999985,49.5,0,0
83.5999985,37.5,1,0
86.0,49.7000008,1,0
94.9000015,50.2999992,1,1
81.3000031,70.0999985,0,0
95.9000015,55.700000800000005,0,0
76.8000031,44.7000008,0,0
68.9000015,35.0999985,0,0
88.0999985,35.599998500000005,1,0
91.1999969,45.7000008,0,1
86.5,39.7999992,0,0
89.1999969,31.0,0,0
92.5999985,54.400001499999995,0,0
74.3000031,62.4000015,0,0
89.5999985,26.600000400000003,0,0
95.0,34.700000800000005,0,0
73.5999985,63.7000008,0,0
91.0999985,64.4000015,1,0
87.4000015,30.1000004,0,0
79.5999985,49.0,0,0
95.5999985,49.4000015,0,1
74.5,35.4000015,0,0
95.6999969,59.0,0,1
88.5999985,62.7000008,0,0
78.5999985,65.0999985,0,0
76.6999969,59.0,0,0
90.1999969,38.2000008,0,1
90.5,49.099998500000005,0,1
91.8000031,68.4000015,0,0
94.3000031,39.0999985,0,1
74.0999985,46.5999985,0,0
78.4000015,63.2999992,0,0
75.9000015,31.299999200000002,0,0
72.0,31.299999200000002,0,0
95.0999985,54.0,0,1
83.5999985,41.2000008,0,0
87.0999985,36.2000008,0,0
70.9000015,56.099998500000005,0,0
86.0,52.7999992,0,1
81.6999969,45.2999992,1,0
91.5,49.5999985,0,0
97.9000015,59.5999985,0,0
93.1999969,40.200000800000005,0,1
90.6999969,53.0,0,1
97.4000015,54.2999992,1,1
88.5999985,30.3999996,0,0
92.6999969,59.0,0,1
90.5999985,67.0,0,0
89.3000031,49.7999992,0,0
74.9000015,34.200000800000005,0,0
86.0999985,23.100000400000003,0,0
78.5,38.7999992,0,0
96.8000031,49.7999992,1,0
91.6999969,46.4000015,1,0
97.0,64.0999985,0,0
95.5,50.4000015,1,0
92.9000015,55.2999992,0,1
86.0999985,42.099998500000005,0,0
87.8000031,48.099998500000005,0,1
81.1999969,50.4000015,0,0
87.5,43.7000008,1,0
90.3000031,66.4000015,0,0
71.3000031,64.3000031,0,0
78.9000015,72.5999985,0,0
89.0,68.5,0,0
93.6999969,39.7999992,0,0
86.9000015,44.0999985,0,1
81.0999985,51.7999992,0,0
99.1999969,60.5,0,1
86.0999985,33.9000015,0,0
94.0,64.9000015,0,0
88.5,67.9000015,0,0
85.8000031,47.0,0,0
90.6999969,69.3000031,0,1
78.1999969,45.0,0,0
86.6999969,52.700000800000005,0,0
88.4000015,54.599998500000005,0,0
99.4000015,1.3,1,0
76.5999985,56.900001499999995,0,0
86.1999969,44.900001499999995,0,1
76.0999985,58.5,0,0
76.9000015,32.0,0,0
89.5999985,58.5,0,0
86.5999985,53.5999985,0,0
90.9000015,34.9000015,0,0
97.4000015,58.5,0,0
91.9000015,54.200000800000005,0,0
84.0,43.9000015,0,0
76.1999969,57.49999999999999,0,0
72.5,54.200000800000005,0,0
73.3000031,42.7999992,0,0
71.8000031,52.7999992,0,0
89.0,47.4000015,0,0
73.8000031,52.4000015,0,0
96.9000015,41.5999985,0,0
90.1999969,43.2999992,0,0
78.6999969,51.2000008,0,0
89.0999985,43.7000008,0,1
75.8000031,43.0,0,0
81.1999969,35.4000015,0,0
87.1999969,53.0,0,0
91.5999985,53.5999985,0,0
78.5,29.5,0,0
92.6999969,45.2000008,0,0
86.3000031,51.2000008,0,0
87.8000031,55.700000800000005,0,0
87.8000031,67.8000031,0,0
93.9000015,50.2000008,0,0
73.5999985,44.2000008,0,0
93.4000015,68.0999985,0,1
84.5999985,68.5999985,0,0
75.5999985,64.1999969,0,0
83.8000031,54.50000000000001,0,0
90.3000031,34.799999199999995,0,0
85.1999969,46.4000015,0,0
85.1999969,32.7000008,0,0
84.5,76.9000015,0,0
90.3000031,40.299999199999995,0,0
84.8000031,64.3000031,0,0
86.9000015,58.5999985,0,0
73.5,56.700000800000005,0,0
80.9000015,50.5999985,1,0
88.5,50.0,0,0
89.1999969,50.7000008,0,1
86.3000031,51.9000015,0,1
86.5,34.5999985,0,0
73.3000031,62.7000008,0,0
95.6999969,60.0,0,0
78.9000015,72.0,0,0
93.0,59.9000015,0,1
96.5,46.0,0,1
76.5,54.7999992,0,0
76.8000031,36.5,0,0
97.5999985,32.400001499999995,0,0
88.0999985,47.5999985,0,0
73.4000015,57.49999999999999,0,0
75.5999985,63.0999985,0,0
92.0999985,49.5999985,0,0
91.9000015,50.9000015,0,1
86.3000031,48.0,0,0
75.5999985,65.0999985,0,0
94.6999969,73.5999985,0,0
85.4000015,53.5999985,0,0
72.4000015,44.2999992,0,0
77.9000015,35.5,0,0
67.1999969,53.700000800000005,0,0
93.0,49.0,1,1
91.4000015,70.9000015,0,0
93.8000031,46.200000800000005,1,1
90.1999969,50.2000008,0,1
96.0,64.6999969,0,1
80.9000015,63.5999985,0,0
81.5,34.5999985,0,0
72.4000015,58.4000015,0,0
95.8000031,56.900001499999995,1,1
72.8000031,50.7000008,0,0
75.3000031,58.2000008,0,0
77.3000031,54.599998500000005,0,0
92.0,47.0,0,1
79.4000015,32.5,0,0
77.8000031,37.2999992,0,0
76.1999969,77.5,0,0
94.1999969,36.099998500000005,0,0
88.3000031,62.0,0,1
76.5999985,52.2000008,0,0
80.5,38.2000008,0,0
87.3000031,65.4000015,1,0
91.9000015,47.200000800000005,0,1
76.5,69.9000015,0,0
78.0,39.5,0,0
90.5,47.299999199999995,0,1
69.5999985,64.1999969,0,0
86.5,51.7999992,0,0
78.1999969,50.4000015,0,0
94.6999969,48.5,0,1
79.9000015,47.4000015,0,0
72.4000015,68.6999969,0,0
92.6999969,50.0999985,0,0
82.5999985,24.799999200000002,0,0
95.19999689999999,41.5,0,0
81.0999985,44.5,0,0
88.8000031,34.200000800000005,0,0
85.3000031,45.9000015,0,0
92.5999985,44.7999992,0,1
85.0,36.4000015,0,0
73.8000031,30.5,0,0
94.3000031,29.899999599999997,0,0
87.6999969,40.9000015,0,0
74.5999985,62.7000008,0,0
88.8000031,47.5,0,1
92.1999969,65.8000031,0,0
88.5,50.0,1,0
76.0999985,44.0,0,0
77.8000031,26.3999996,0,0
89.4000015,52.4000015,0,0
87.4000015,62.0,0,0
91.6999969,48.0,0,1
6.8000002,53.7999992,0,0
89.1999969,39.400001499999995,0,0
72.5,52.5,0,0
90.4000015,54.0,0,1
88.3000031,45.7999992,1,0
79.80000310000001,55.00000000000001,0,0
67.8000031,48.2000008,0,0
86.0,46.2999992,0,1
88.5,50.0,0,0
77.5999985,41.299999199999995,0,0
78.5999985,40.0,0,0
89.9000015,49.2999992,0,1
83.8000031,38.2999992,0,0
89.5999985,44.900001499999995,0,0
87.8000031,36.599998500000005,0,0
86.4000015,53.0999985,0,1
76.5999985,36.2999992,0,0
92.6999969,48.5,0,0
89.5,35.5,1,0
85.9000015,73.1999969,0,0
88.0,62.7000008,1,0
93.9000015,64.9000015,0,1
91.9000015,27.7000008,0,0
95.4000015,56.900001499999995,0,1
86.5999985,51.5,0,1
91.5999985,53.5999985,0,1
90.5,57.599998500000005,0,1
86.1999969,28.499999999999996,0,0
86.5999985,28.7999992,0,0
81.5,67.5999985,0,0
85.3000031,60.0999985,0,0
95.5999985,52.700000800000005,0,0
85.8000031,32.7999992,0,0
88.9000015,43.9000015,0,0
96.9000015,50.2999992,0,1
87.0999985,31.6000004,0,0
81.9000015,46.700000800000005,1,0
87.3000031,46.5999985,0,0
76.5999985,62.7000008,0,0
90.3000031,45.7000008,0,1
74.6999969,52.5999985,0,0
89.0,40.5999985,0,0
82.1999969,37.2999992,1,0
90.6999969,41.0,0,0
83.0999985,64.1999969,0,0
96.6999969,41.0,0,0
80.6999969,49.7000008,0,0
69.6999969,56.900001499999995,0,0
86.1999969,39.0,0,0
76.1999969,63.2999992,0,0
91.0,68.5,0,0
92.30000310000001,42.5,0,0
87.5,42.4000015,0,0
85.0,50.4000015,0,0
90.6999969,48.0,0,1
88.0999985,43.7000008,1,0
92.6999969,53.200000800000005,1,1
66.5999985,72.5,0,0
79.6999969,63.5999985,0,0
98.3000031,54.2999992,1,0
74.5999985,43.2999992,0,0
78.4000015,56.299999199999995,0,0
85.9000015,52.4000015,0,0
95.4000015,72.9000015,0,0
96.1999969,57.7000008,0,0
75.8000031,70.19999689999999,0,0
93.9000015,51.2000008,1,1
88.5,50.0,0,0
84.9000015,49.099998500000005,0,0
89.9000015,69.9000015,0,0
91.8000031,45.7999992,0,1
73.0,60.5999985,1,0
87.0,62.2999992,0,0
89.8000031,28.2000008,0,0
89.6999969,48.4000015,0,0
87.5999985,54.2999992,0,0
88.5,47.299999199999995,0,1
79.80000310000001,55.00000000000001,0,0
81.6999969,35.7000008,0,0
92.0999985,54.700000800000005,1,0
94.4000015,43.2999992,0,0
70.3000031,47.0,0,0
92.5,33.0,0,0
79.5999985,69.3000031,0,0
92.0999985,68.0999985,0,0
88.5,50.0,0,0
73.3000031,60.9000015,0,0
75.0999985,56.900001499999995,0,0
86.8000031,64.5999985,1,0
97.3000031,41.299999199999995,1,0
85.5999985,44.2999992,0,0
68.5999985,62.2999992,0,0
84.5999985,66.9000015,0,0
86.8000031,68.5,0,0
91.5999985,58.7000008,0,0
98.6999969,52.7999992,1,0
94.1999969,62.5999985,0,1
88.5,50.0,1,0
90.3000031,50.2999992,0,1
91.1999969,53.700000800000005,0,0
78.5,37.5999985,0,0
93.3000031,48.5,0,0
92.5,47.7999992,0,1
84.3000031,45.2000008,0,0
94.1999969,73.8000031,0,0
96.0999985,43.4000015,0,0
94.6999969,62.9000015,0,0
72.5,45.7999992,0,0
90.5999985,66.8000031,0,0
75.5,34.5999985,0,0
79.5999985,69.3000031,0,0
80.5,68.1999969,0,0
77.5,42.9000015,0,0
87.0,68.4000015,0,0
91.5,59.7000008,0,0
92.6999969,45.0999985,1,0
88.1999969,42.099998500000005,0,0
93.3000031,45.5,0,1
75.0999985,66.4000015,0,0
81.5999985,45.5,0,0
70.0999985,47.9000015,0,0
93.1999969,32.0,0,0
91.5999985,41.7999992,0,0
95.9000015,49.7000008,0,0
88.0999985,36.7999992,1,0
96.4000015,59.7000008,0,1
76.6999969,30.6000004,0,0
84.8000031,67.5999985,0,0
92.4000015,46.700000800000005,0,1
72.9000015,42.5,0,0
75.3000031,63.9000015,0,0
86.1999969,64.8000031,0,0
88.0,33.2000008,0,0
89.5,54.599998500000005,0,1
82.0,70.9000015,0,0
76.0999985,42.099998500000005,0,0
92.0,28.2999992,0,0
76.0,35.7999992,0,0
88.5,50.0,1,0
91.9000015,54.50000000000001,0,0
92.9000015,69.9000015,0,0
91.1999969,50.0,0,1
71.8000031,40.799999199999995,0,0
83.1999969,44.2999992,0,0
71.0,62.5999985,0,0
88.8000031,46.200000800000005,0,0
72.4000015,47.7999992,0,0
87.6999969,28.2000008,0,0
97.4000015,52.0,1,0
86.5,54.2999992,0,0
90.0999985,51.0,1,0
90.5,48.099998500000005,0,0
82.1999969,46.5999985,0,0
81.5,67.1999969,0,0
88.9000015,42.7000008,0,0
73.5999985,50.5,0,0
69.4000015,53.0999985,0,0
84.5,53.0,0,0
96.5999985,48.4000015,1,0
69.9000015,56.400001499999995,0,0
71.9000015,57.299999199999995,0,0
88.5999985,55.200000800000005,0,0
80.5999985,27.0,0,0
86.5999985,58.4000015,0,0
95.0999985,48.5,1,1
84.8000031,72.0,0,0
93.1999969,68.8000031,0,0
90.0,65.3000031,0,0
97.1999969,52.2000008,1,1
84.8000031,70.3000031,0,0
77.4000015,57.7000008,0,0
92.0,50.2999992,0,0
90.1999969,67.30000310000001,0,0
85.0999985,52.5,0,0
89.4000015,48.599998500000005,1,0
91.6999969,47.5999985,0,1
95.4000015,44.900001499999995,1,0
80.1999969,47.9000015,0,0
86.9000015,67.4000015,0,0
72.8000031,58.2000008,0,0
78.0,57.49999999999999,0,0
82.5,50.2000008,1,0
92.5,49.4000015,0,0
84.8000031,48.4000015,0,0
85.5999985,35.2999992,0,0
88.8000031,41.0,0,0
77.5,53.4000015,0,0
88.8000031,29.899999599999997,0,0
92.5999985,47.9000015,0,0
81.5,54.2999992,0,0
88.0,76.0999985,0,0
92.6999969,27.0,0,0
72.6999969,40.299999199999995,0,0
90.9000015,47.5999985,1,0
73.1999969,70.0999985,0,0
81.1999969,73.1999969,0,0
73.9000015,37.7000008,0,0
90.5,54.0,0,1
86.5999985,50.0,0,1
88.8000031,64.5,0,0
72.9000015,59.0999985,0,0
85.8000031,47.4000015,0,0
86.5999985,62.0999985,1,0
80.6999969,33.9000015,0,0
75.9000015,51.7999992,0,0
79.6999969,67.5,0,0
80.1999969,69.6999969,0,0
88.8000031,46.700000800000005,0,1
88.3000031,70.9000015,0,0
86.5,42.099998500000005,0,0
89.0,45.2000008,0,1
89.3000031,38.5999985,1,0
76.4000015,43.0,0,0
79.9000015,46.5999985,0,0
75.1999969,46.200000800000005,0,0
78.0999985,38.7999992,0,0
91.3000031,43.0,0,0
96.9000015,67.1999969,0,0
71.5,64.9000015,0,0
89.0,40.9000015,0,0
78.0999985,26.1000004,0,0
92.9000015,67.5,0,1
74.6999969,44.5999985,0,0
75.1999969,50.2999992,0,0
86.0,51.7999992,0,0
86.0,54.599998500000005,0,0
91.4000015,43.0999985,0,0
78.9000015,64.8000031,0,0
88.5999985,40.0,0,0
81.3000031,35.0,1,0
88.5,50.0,1,0
75.0999985,35.7000008,0,0
83.3000031,38.0,1,0
92.1999969,41.5,0,0
69.5,67.5,0,0
85.5,70.5,0,0
71.1999969,67.8000031,0,0
93.0,49.9000015,0,1
91.6999969,48.2000008,0,1
86.9000015,58.2000008,0,0
88.3000031,66.0,0,0
97.0,42.2999992,0,1
89.6999969,67.9000015,0,0
81.0999985,61.7999992,0,0
75.0999985,37.0,0,0
81.3000031,34.5999985,0,0
85.8000031,69.3000031,0,0
70.6999969,50.2999992,0,0
86.1999969,36.599998500000005,0,0
76.6999969,58.4000015,0,0
86.3000031,48.9000015,0,0
75.9000015,21.8999996,0,0
76.6999969,59.299999199999995,0,0
74.8000031,66.5999985,0,0
84.9000015,61.5,0,0
71.0999985,46.2999992,0,0
81.0,46.4000015,1,0
82.8000031,70.0999985,1,0
9.5,53.5999985,0,0
93.8000031,49.7999992,1,0
90.0999985,44.900001499999995,0,1
89.4000015,62.9000015,0,0
92.9000015,52.5999985,1,0
85.4000015,51.5999985,0,0
91.3000031,41.5,0,1
90.3000031,49.7000008,0,0
89.5,59.0,0,0
86.1999969,36.5,0,0
95.5999985,59.5999985,0,1
86.5,36.0,0,0
4.0999999,40.200000800000005,0,0
87.1999969,51.2999992,0,0
84.8000031,56.099998500000005,0,0
85.1999969,43.0999985,0,0
89.5,43.0999985,0,0
84.8000031,79.3000031,0,0
73.3000031,35.7999992,0,0
79.0,35.0,0,0
77.5999985,62.9000015,0,0
87.9000015,65.8000031,0,0
90.5,48.7999992,1,1
81.0999985,80.4000015,0,0
75.1999969,34.5999985,0,0
73.9000015,56.900001499999995,0,0
87.3000031,47.0,0,0
98.4000015,60.2000008,0,0
78.1999969,67.4000015,0,0
89.0,58.4000015,0,1
79.0999985,64.1999969,0,0
89.3000031,63.9000015,0,0
74.6999969,49.5999985,1,0
89.9000015,61.7999992,0,1
96.5999985,47.0,1,0
85.0,66.5999985,0,0
90.0,42.5,0,0
75.8000031,42.7000008,0,0
87.8000031,76.9000015,0,0
83.1999969,51.9000015,0,0
86.0999985,27.100000400000003,0,0
90.0,55.50000000000001,0,1
86.9000015,53.0,0,0
77.5,47.0,0,0
76.0999985,61.7000008,0,0
90.4000015,54.200000800000005,1,0
86.8000031,32.2999992,0,0
96.4000015,54.50000000000001,1,1
84.5,42.2999992,0,0
76.0,53.2999992,0,0
90.5,55.700000800000005,0,1
91.5999985,39.7999992,0,0
88.5,63.0,0,0
76.5,38.2000008,0,0
77.8000031,67.1999969,0,0
87.0,66.0999985,0,0
88.5,50.0,1,0
85.5999985,54.2999992,0,0
92.0999985,37.0,1,0
96.3000031,30.8999996,0,0
80.5999985,36.9000015,0,0
89.9000015,55.50000000000001,0,1
73.3000031,45.400001499999995,0,0
80.5,60.5999985,0,0
93.1999969,68.5999985,0,0
94.0,73.9000015,0,0
77.5,45.400001499999995,0,0
75.8000031,53.700000800000005,0,0
87.9000015,53.0999985,0,0
88.5,54.400001499999995,0,0
87.5999985,52.700000800000005,0,0
85.5999985,56.900001499999995,1,0
91.6999969,44.7000008,1,0
91.5999985,44.900001499999995,1,0
90.0,60.0999985,1,0
85.0,35.2000008,0,0
89.6999969,30.5,0,0
98.4000015,47.4000015,1,0
74.0,65.4000015,0,0
83.1999969,60.0999985,0,0
77.6999969,68.0,0,0
89.1999969,48.599998500000005,0,0
85.0,32.7999992,0,0
88.0999985,62.7000008,0,0
90.9000015,50.0999985,0,1
94.4000015,53.7999992,0,1
90.5,24.1000004,0,0
84.0999985,39.0999985,1,0
94.4000015,47.0,0,0
79.5,36.599998500000005,0,0
91.0,62.0999985,0,1
93.8000031,68.0999985,0,0
72.5,51.0,0,0
87.5999985,72.9000015,0,0
93.0,50.2999992,0,1
92.5,44.900001499999995,0,1
85.5,49.7000008,0,0
87.5999985,33.0,0,0
77.9000015,34.299999199999995,0,0
86.9000015,49.2999992,0,1
87.9000015,37.2999992,1,0
92.5999985,50.0999985,0,1
96.3000031,54.2999992,1,1
85.0999985,73.9000015,0,0
81.8000031,38.7000008,0,0
72.0,51.5,0,0
95.0,54.7999992,0,0
89.0999985,55.099998500000005,0,0
69.5,68.5999985,0,0
98.1999969,47.0,1,0
92.8000031,59.0,0,1
76.4000015,58.799999199999995,0,0
86.4000015,72.1999969,0,0
90.3000031,50.5999985,0,1
90.6999969,78.1999969,0,0
82.5999985,68.0999985,0,0
91.4000015,33.5999985,0,1
82.3000031,59.4000015,0,0
96.5,45.2000008,0,1
92.5,46.5999985,0,1
74.8000031,47.299999199999995,0,0
87.5999985,56.00000000000001,0,1
82.8000031,55.50000000000001,0,0
81.9000015,53.0,0,0
87.9000015,64.3000031,0,0
80.5,28.7999992,0,0
73.5999985,53.4000015,0,0
96.4000015,54.2999992,0,1
90.0999985,45.2000008,0,1
87.8000031,63.0,0,0
90.0,43.0,0,1
90.4000015,54.0999985,0,1
73.8000031,41.0,0,0
86.0999985,56.299999199999995,0,0
87.3000031,51.0999985,0,1
92.30000310000001,45.7999992,0,0
81.1999969,63.0999985,0,0
79.0,66.0,0,0
87.5,32.7000008,0,0
90.1999969,65.8000031,0,0
86.6999969,29.2999992,0,0
84.3000031,65.8000031,0,0
88.1999969,30.6000004,0,0
74.5999985,43.5999985,0,0
72.9000015,63.9000015,0,0
67.9000015,63.9000015,0,0
90.1999969,61.0,0,1
91.4000015,42.9000015,1,0
73.3000031,55.2999992,0,0
93.1999969,46.200000800000005,0,1
87.3000031,27.100000400000003,0,0
94.5999985,56.599998500000005,0,0
95.19999689999999,52.0,0,1
95.6999969,47.200000800000005,1,0
92.5999985,59.5999985,0,1
90.5,34.200000800000005,1,0
81.3000031,50.0,0,0
78.5999985,60.2999992,0,0
91.4000015,59.5999985,0,1
76.0,35.7000008,0,0
80.0999985,66.0999985,0,0
90.4000015,62.0999985,0,1
